"2013 : The Transaction was cancelled by the customer.","2013 : The Transaction was cancelled by the customer."
"2014 : The Transaction was Registered Successfully.","2014 : The Transaction was Registered Successfully."
"2015 : The server encountered an unexpected condition which prevented it from fulfilling the request.","2015 : The server encountered an unexpected condition which prevented it from fulfilling the request."
"2016 : The Card registration has been successful in exchange for a token.","2016 : The Card registration has been successful in exchange for a token."
"2017 : Token removed successfully.","2017 : Token removed successfully."
"2018 : Token not supplied or Invalid token.","2018 : Token not supplied or Invalid token."
"2019 : Transaction pending","2019 : Transaction pending"
"2020 : Refunds are not allowed for this payment type","2020 : Refunds are not allowed for this payment type"
"Max Token Cards Per customer","Max Token Cards Per customer"
"One or more transactions have no order associated.","One or more transactions have no order associated."
"Click here to go to <a href=""%s"">Orphan Transactions List</a>.","Click here to go to <a href=""%s"">Orphan Transactions List</a>."
"Sage Pay Orphan Transactions","Sage Pay Orphan Transactions"
"Mode","Mode"
"Transaction Status","Transaction Status"
"Transaction Status Detail","Transaction Status Detail"
"Card Holder Name","Card Holder Name"
"Customer Contact Info","Customer Contact Info"
"Card Type","Card Type"
"Last 4 Digits","Last 4 Digits"
"Integration","Integration"
"Vendor Name","Vendor Name"
"Action","Action"
"Recover","Recover"
"VOID","VOID"
"Delete","Delete"
"Sync from API","Sync from API"
"Admin & Access API","Admin & Access API"
"Transaction Detail","Transaction Detail"
"Payment Transactions","Payment Transactions"
"Dashboard","Dashboard"
"Logs","Logs"
"Fraud Information","Fraud Information"
"Token Cards","Token Cards"
"Deferred Orders","Deferred Orders"
"Orphan Transactions","Orphan Transactions"
"White list IP address","White list IP address"
"3D Secure Administration","3D Secure Administration"
"AVS/CV2 Administration","AVS/CV2 Administration"
"Perform Show POST","Perform Show POST"
"<strong style=""color:#EA7601;"">Sage Pay Suite PRO v%s by</strong> <a target=""_blank"" href=""http://ebizmarts.com""><strong>ebizmarts</strong></a>","<strong style=""color:#EA7601;"">Sage Pay Suite PRO v%s by</strong> <a target=""_blank"" href=""http://ebizmarts.com""><strong>ebizmarts</strong></a>"
"License Key","License Key"
"Sage Pay Suite [Global Settings]","Sage Pay Suite [Global Settings]"
"Need help? Got feedback? <a target=""_blank"" href=""%s""%s>Email us</a>","Need help? Got feedback? <a target=""_blank"" href=""%s""%s>Email us</a>"
"<a target=""_blank"" href=""%s"">Subscribe to our newsletter</a>","<a target=""_blank"" href=""%s"">Subscribe to our newsletter</a>"
"Enable Logs","Enable Logs"
"Token Integration","Token Integration"
"Vendor","Vendor"
"Connection Timeout","Connection Timeout"
"-- Not Enabled","-- Not Enabled"
"<a target=""_blank"" href=""%s""><strong>ebizmarts</strong></a>  is a <strong>Sage Pay</strong> Approved Partner <a target=""_blank"" href=""%s"">Get a Sage Pay Account Now!</a>","<a target=""_blank"" href=""%s""><strong>ebizmarts</strong></a>  is a <strong>Sage Pay</strong> Approved Partner <a target=""_blank"" href=""%s"">Get a Sage Pay Account Now!</a>"
"Timeout error message","Timeout error message"
"Transaction Currency","Transaction Currency"
"Store","Store"
"Base","Base"
"Currency Switcher","Currency Switcher"
"Home Page SagePay logo","Home Page SagePay logo"
"Notifications","Notifications"
"Orphans Notifications","Orphans Notifications"
"Halt order save","Halt order save"
"DO NOT SET THIS TO YES UNLESS YOU KNOW WHAT YOU ARE DOING","DO NOT SET THIS TO YES UNLESS YOU KNOW WHAT YOU ARE DOING"
"Halt order save Message","Halt order save Message"
"Send basket contents","Send basket contents"
"Optimize basket for SAGE50","Optimise basket for SAGE50"
"Automatically Fulfill Low Risk Transactions","Automatically Fulfill Low Risk Transactions"
"Send email on automatic invoice?","Send email on automatic invoice?"
"Profile requests","Profile requests"
"Autocapture Payment on Checkout","Autocapture Payment on Checkout"
"Sage Pay Suite [Frontend - FORM Integration]","Sage Pay Suite [Frontend - FORM Integration]"
"Sage Pay Suite [Frontend - PayPal Express Integration]","Sage Pay Suite [Frontend - PayPal Express Integration]"
"Sage Pay Suite [Frontend - DIRECT Integration]","Sage Pay Suite [Frontend - DIRECT Integration]"
"Sage Pay Suite [Frontend - SERVER Integration]","Sage Pay Suite [Frontend - SERVER Integration]"
"Sage Pay Suite [Backend - DIRECT MOTO Integration]","Sage Pay Suite [Backend - DIRECT MOTO Integration]"
"Sage Pay Suite [Backend - REPEAT MOTO]","Sage Pay Suite [Backend - REPEAT MOTO]"
"Sage Pay Suite [Backend - SERVER MOTO Integration]","Sage Pay Suite [Backend - SERVER MOTO Integration]"
"Sage Pay Suite [Surcharges]","Sage Pay Suite [Surcharges]"
"Sage Pay Suite [Backend - Reporting & Third Man API Integration]","Sage Pay Suite [Backend - Reporting & Third Man API Integration]"
"Add card","Add card"
"Credit Cards","Credit Cards"
"Username","Username"
"Password","Password"
"Environment","Environment"
"Sort order","Sort order"
"Purchase Description","Purchase Description"
"Template Profile","Template Profile"
"Enabled","Enabled"
"Title","Title"
"Payment Action","Payment Action"
"New order status","New order status"
"Payment from applicable countries","Payment from applicable countries"
"Payment from Specific countries","Payment from Specific countries"
"Location of the log files: ""{{MagentoBaseDir}}/var/log/SagePaySuite/""","Location of the log files: ""{{MagentoBaseDir}}/var/log/SagePaySuite/"""
"Only applicable for My Account card registration. If not enabled won't be used anywhere.","Only applicable for My Account card registration. If not enabled won't be used anywhere."
"For both SERVER and DIRECT E-COMMERCE,"For both SERVER and DIRECT E-COMMERCE
"Time in seconds,"Time in seconds
"Enable/Disable SagePay monitor notifications as well as other Ebizmarts messages.","Enable/Disable SagePay monitor notifications as well as other Ebizmarts messages."
"Whether Basket (details of the customer's order) content is sent to Sage Pay","Whether Basket (details of the customer's order) content is sent to Sage Pay"
"Set to Enable if you import transaction data on SAGE 50","Set to Enable if you import transaction data on SAGE 50"
"<span class="suite-low-rsk">Below 30 = Low Risk</span><span class="suite-med-rsk">30 to 49 = Medium Risk</span><span class="suite-high-rsk">50 and above = High Risk</span>","<span class="suite-low-rsk">Below 30 = Low Risk</span><span class="suite-med-rsk">30 to 49 = Medium Risk</span><span class="suite-high-rsk">50 and above = High Risk</span>"
"This will affect cron fulfillments only","This will affect cron fulfillments only"
"Only frontend requests,"Only frontend requests
"Automatically capture DEFERRED or AUTHENTICATE orders when reaching success confirmation page.","Automatically capture DEFERRED or AUTHENTICATE orders when reaching success confirmation page."
"Asynchronous means that data will only we updated every 15 minutes if Magentos cron is running. Choose this one if Sales > Order takes long time to load.","Asynchronous means that data will only we updated every 15 minutes if Magentos cron is running. Choose this one if Sales > Order takes long time to load."
"Asynchronous","Asynchronous"
"Synchronous","Synchronous"
"Encryption Password","Encryption Password"
"Selected Description","Selected Description"
"Allow Gift Aid","Allow Gift Aid"
"Only of use if your vendor account is Gift Aid enabled.","Only of use if your vendor account is Gift Aid enabled."
"Send Email","Send Email"
"Minimum Order Total","Minimum Order Total"
"Maximum Order Total","Maximum Order Total"
"Send customer and vendor e-mails if addresses are provided (DEFAULT)","Send customer and vendor e-mails if addresses are provided (DEFAULT)"
"Send vendor e-mail but NOT the customer e-mail","Send vendor e-mail but NOT the customer e-mail"
"Do not send either customer or vendor e-mails","Do not send either customer or vendor e-mails"
"If you wish to use multiple email addresses,"If you wish to use multiple email addresses
"Please visit your accounts My Sage Pay area (Settings/ AVS/CV2 Secure) for activating checks and implementing rules. For guidance on setting up rules","Please visit your accounts My Sage Pay area (Settings/ AVS/CV2 Secure) for activating checks and implementing rules. For guidance on setting up rules
"Accepted Card Types","Accepted Card Types"
"<a target=""_blank"" href=""http://www.sagepay.com/help/faq/form_step_by_step"">Sage Pay</a> would provide this","<a target=""_blank"" href=""http://www.sagepay.com/help/faq/form_step_by_step"">Sage Pay</a> would provide this"
"The text to display when the customer select this payment method","The text to display when the customer select this payment method"
"Vendor Email","Vendor Email"
"If AVS/CV2 enabled then check them. If rules apply,"If AVS/CV2 enabled then check them. If rules apply
"Force AVS/CV2 checks even if not enabled for the account. If rules apply,"Force AVS/CV2 checks even if not enabled for the account. If rules apply
"Force NO AVS/CV2 checks even if enabled on account.","Force NO AVS/CV2 checks even if enabled on account."
"Force AVS/CV2 checks even if not enabled for the account but DON'T apply any rules.","Force AVS/CV2 checks even if not enabled for the account but DON'T apply any rules."
"Modal,"Modal
"Below the ""Place Order"" button","Below the ""Place Order"" button"
"Redirect to Sage Pay","Redirect to Sage Pay"
"Authorise and Capture","Authorise and Capture"
"Defer","Defer"
"Authenticate","Authenticate"
"Simulator","Simulator"
"Test","Test"
"Live","Live"
"Manual","Manual"
"Order Total","Order Total"
"Order Total - Shipping","Order Total - Shipping"
"Default: If 3D Secure checks are possible and rules allow,"Default: If 3D Secure checks are possible and rules allow
"Force 3D Secure: Force 3D Secure checks for this transaction only (if your account is 3D-enabled) and apply rules for authorisation.","Force 3D Secure: Force 3D Secure checks for this transaction only (if your account is 3D-enabled) and apply rules for authorisation."
"Skip 3D Secure: Do not perform 3D-Secure checks for this transaction only and always authorise.","Skip 3D Secure: Do not perform 3D-Secure checks for this transaction only and always authorise."
"Always auth code: Force 3D-Secure checks for this transaction (if your account is 3D-enabled) but ALWAYS obtain an auth code,"Always auth code: Force 3D-Secure checks for this transaction (if your account is 3D-enabled) but ALWAYS obtain an auth code
"3D Secure","3D Secure"
"Please visit your accounts My Sage Pay area (Settings/ 3D Secure) for activating checks and implementing rules. For guidance on setting up rules,"Please visit your accounts My Sage Pay area (Settings/ 3D Secure) for activating checks and implementing rules. For guidance on setting up rules
"Payment pages layout","Payment pages layout"
"iFrame Height","iFrame Height"
"iFrame Width","iFrame Width"
"A profile of LOW returns the new simpler VSP Server payment pages which have only one step and minimal formatting. Designed to run in i-Frames.","A profile of LOW returns the new simpler VSP Server payment pages which have only one step and minimal formatting. Designed to run in i-Frames."
"Token form iFrame height","Token form iFrame height"
"Token form iFrame width","Token form iFrame width"
"Save temp data in cache","Save temp data in cache"
"Low (recommended)","Low (recommended)"
"Normal","Normal"
"Quick Checkout Button","Quick Checkout Button"
"Accepted Card types","Accepted Card types"
"Force 3D-Secure checks for this transaction (if your account is 3D-enabled) but ALWAYS obtain an auth code,"Force 3D-Secure checks for this transaction (if your account is 3D-enabled) but ALWAYS obtain an auth code
"Short description to send to Sage Pay with every order","Short description to send to Sage Pay with every order"
"Get Transaction Details","Get Transaction Details"
"Transaction","Transaction"
"Search","Search"
"Sage Pay Fraud Information","Sage Pay Fraud Information"
"Fraud Information","Fraud Information"
"Verification Value (CV2)","Verification Value (CV2)"
"Post Code","Post Code"
"Address Numerics","Address Numerics"
"The 3rdMan Action","The 3rdMan Action"
"The 3rdMan Score","The 3rdMan Score"
"Payment Status","Payment Status"
"Check 3rd man","Check 3rd man"
"Release / Authorise","Release / Authorise"
"White List IP Address","White List IP Address"
"IP Information","IP Information"
"IP Address","IP Address"
"IP Mask","IP Mask"
"IP Note","IP Note"
"API Username","API Username"
"If not provided,"If not provided
"IPs on Whitelist","IPs on Whitelist"
"Address","Address"
"Mask","Mask"
"Note","Note"
"Add","Add"
"Click here to %s 3D checking","Click here to %s 3D checking"
"3D Secure checking is <code class=""%s"">%s</code>","3D Secure checking is <code class=""%s"">%s</code>"
"3D Secure checking rules are <code class=""%s"">%s</code>","3D Secure checking rules are <code class=""%s"">%s</code>"
"An error occurred: %s","An error occurred: %s"
"Start value","Start value"
"End value","End value"
"Perform checks","Perform checks"
"Accept card not in scheme","Accept card not in scheme"
"Accept issuer not in scheme","Accept issuer not in scheme"
"Accept 3D AUTH failure","Accept 3D AUTH failure"
"Accept MPI failure","Accept MPI failure"
"Turn OFF","Turn OFF"
"Turn ON","Turn ON"
"Status changed successfully","Status changed successfully"
"ON","ON"
"OFF","OFF"
"Click here to %s AVS/CV2 checking","Click here to %s AVS/CV2 checking"
"AVS/CV2 checking is <code class=""%s"">%s</code>","AVS/CV2 checking is <code class=""%s"">%s</code>"
"AVS/CV2 checking rules are <code class=""%s"">%s</code>","AVS/CV2 checking rules are <code class=""%s"">%s</code>"
"Vendorname used: %s","Vendorname used: %s"
"Please,"Please
"Please choose a file.","Please choose a file."
"(%s active in Sage Pay) Sage Pay Cards","(%s active in Sage Pay) Sage Pay Cards"
"Card #","Card #"
"Customer #","Customer #"
"Token","Token"
"Expiry Date","Expiry Date"
"Visitor Session ID","Visitor Session ID"
"Sage Pay Deferred Orders","Sage Pay Deferred Orders"
"Order #","Order #"
"Status","Status"
"Order ID","Order ID"
"View Order","View Order"
"Add API data","Add API data"
"Sage Pay Transactions","Sage Pay Transactions"
"%s Transaction placed in %s mode.","%s Transaction placed in %s mode."
"CC Type:","CC Type:"
"CC Number:","CC Number:"
"CC Exp. Date:","CC Exp. Date:"
"Token:","Token:"
"This transaction is child of %s","This transaction is child of %s"
"<strong>Transaction state</strong>: <i><u>%s</u></i>","<strong>Transaction state</strong>: <i><u>%s</u></i>"
"Transaction has been successfully RELEASED.","Transaction has been successfully RELEASED."
"Waiting RELEASE","Waiting RELEASE"
"3D Status","3D Status"
"Payer ID:","Payer ID:"
"Payer Email:","Payer Email:"
"Payer Status:","Payer Status:"
"Payer Address Status:","Payer Address Status:"
"Address Verification Result: <span class=""shield-flag %s"">%s</span>","Address Verification Result: <span class=""shield-flag %s"">%s</span>"
"Postcode Verification Result: <span class=""shield-flag %s"">%s</span>","Postcode Verification Result: <span class=""shield-flag %s"">%s</span>"
"CV2 Verification Result: <span class=""shield-flag %s"">%s</span>","CV2 Verification Result: <span class=""shield-flag %s"">%s</span>"
"AVS and CV2 Verification Result: <span class=""shield-flag %s"">%s</span>","AVS and CV2 Verification Result: <span class=""shield-flag %s"">%s</span>"
"SURCHARGE amount: %s","SURCHARGE amount: %s"
"The 3rd Man Results","The 3rd Man Results"
"Score: %s","Score: %s"
"Action: <strong style="%s">%s</strong>","Action: <strong style="%s">%s</strong>"
"3rd Man breakdown","3rd Man breakdown"
"Check 3rd Man","Check 3rd Man"
"Credit Card Surcharge","Credit Card Surcharge"
"Amount","Amount"
"Auth No","Auth No"
"Date","Date"
"Sage Pay - Sync from Api","Sage Pay - Sync from Api"
"Transaction Details","Transaction Details"
"Related Transactions","Related Transactions"
"System Status","System Status"
"Close Window","Close Window"
"Result","Result"
"Auth Processor","Auth Processor"
"3rd Man Action","3rd Man Action"
"VPS Transaction ID","VPS Transaction ID"
"Description","Description"
"Started","Started"
"Completed","Completed"
"Security key","Security key"
"Client IP","Client IP"
"IP Location","IP Location"
"Gift aid","Gift aid"
"Payment System","Payment System"
"Payment System Details","Payment System Details"
"Merchant Number","Merchant Number"
"Account Type","Account Type"
"Billing Address","Billing Address"
"Billing Postcode","Billing Postcode"
"Delivery Address","Delivery Address"
"Delivery Postcode","Delivery Postcode"
"System Used","System Used"
"Customer Email","Customer Email"
"Aborted","Aborted"
"Refunded","Refunded"
"Repeated","Repeated"
"Basket","Basket"
"Apply Avscv2","Apply Avscv2"
"Apply 3dsecure","Apply 3dsecure"
"Attempt","Attempt"
"Cardholder","Cardholder"
"Contact Number","Contact Number"
"Card Address","Card Address"
"Card Postcode","Card Postcode"
"Start Date","Start Date"
"Eci","Eci"
"Cavv","Cavv"
"Thirdman Score","Thirdman Score"
"Thirdman Action","Thirdman Action"
"Thirdman Id","Thirdman Id"
"Sage Pay - Saved Credit Cards","Sage Pay - Saved Credit Cards"
"%s mode","%s mode"
"Type","Type"
"Exp. Date","Exp. Date"
"Default","Default"
"Actions","Actions"
"Add new","Add new"
"Name on Card","Name on Card"
"Credit Card Type","Credit Card Type"
"Credit Card Number","Credit Card Number"
"Expiration Date","Expiration Date"
"Card Verification Number","Card Verification Number"
"Valid From","Valid From"
"(if not present, leave blank)","(if not present, leave blank)"
"Card Issue Number","Card Issue Number"
"(switch/solo only, if not present leave blank)","(switch/solo only, if not present leave blank)"
"Month","Month"
"Year","Year"
"You will be redirected to PayPal's website to enter payment details.","You will be redirected to PayPal's website to enter payment details."
"If you pay with any of these cards,"If you pay with any of these cards
"Saved Credit Cards","Saved Credit Cards"
"Do you wish to have your credit card details remembered for faster checkout next time?","Do you wish to have your credit card details remembered for faster checkout next time?"
"of Grand Total.","of Grand Total."
"Card Surcharge","Card Surcharge"
"To increase the security of Internet transactions Visa and Mastercard have introduced 3D-Secure (like an online version of Chip and PIN). You have chosen to use a card that is part of the 3D-Secure scheme, so you will need to authenticate yourself with your bank in the section below.","To increase the security of Internet transactions Visa and Mastercard have introduced 3D-Secure (like an online version of Chip and PIN). You have chosen to use a card that is part of the 3D-Secure scheme, so you will need to authenticate yourself with your bank in the section below."
"What is this?","What is this?"
"Redirecting to SagePay...","Redirecting to SagePay..."
"An error occurred with Sage Pay","An error occurred with Sage Pay"
"Force 3D checking for selected credit cards","Force 3D checking for selected credit cards"
"The module will not be able to receive payments unless you match <i>System > Configuration > GENERAL > Web > Session Validation Settings</i> with <a href=""%s"" target=""_blank"">this image</a>","The module will not be able to receive payments unless you match <i>System > Configuration > GENERAL > Web > Session Validation Settings</i> with <a href=""%s"" target=""_blank"">this image</a>"
"Email Message","Email Message"
"A message to the customer which is inserted into the successful transaction emails only. If provided this message is included toward the top of the customer confirmation emails.","A message to the customer which is inserted into the successful transaction emails only. If provided this message is included toward the top of the customer confirmation emails."
